,location,district,rooms,size,level,max_levels,price,income_cat,price_cat
451,"город Ташкент, Мирзо-Улугбекский район, Налоговая",Мирзо-Улугбекский,3,72.0,1,4,46000,2,2
452,"город Ташкент, Учтепинский район, Лутфий",Учтепинский,5,105.0,7,9,85000,4,4
453,"город Ташкент, Яккасарайский район, Урикзор",Яккасарайский,1,34.0,2,4,29000,1,1
454,"город Ташкент, Мирзо-Улугбекский район, Академ городок",Мирзо-Улугбекский,1,28.0,1,4,21500,1,1
455,"город Ташкент, Чиланзарский район, Мукими",Чиланзарский,2,47.0,4,4,35500,2,2
456,"город Ташкент, Чиланзарский район, Чиланзар 3-й квартал",Чиланзарский,2,42.0,1,4,39600,2,2
457,"город Ташкент, Чиланзарский район, Мукими",Чиланзарский,3,110.0,2,8,160000,4,4
458,"город Ташкент, Мирабадский район, 1-й проезд Катта Миробод",Мирабадский,1,40.0,2,9,42000,2,2
459,"город Ташкент, Чиланзарский район, Чиланзар 2-й квартал",Чиланзарский,2,50.0,4,4,40500,2,2
461,"город Ташкент, Чиланзарский район, Чиланзар 3-й квартал",Чиланзарский,1,29.0,4,4,24500,1,1
462,"город Ташкент, Чиланзарский район, Чиланзар 3-й квартал",Чиланзарский,2,42.0,4,4,34000,2,2
463,"город Ташкент, Чиланзарский район, Чиланзар 3-й квартал",Чиланзарский,2,42.0,3,4,36999,2,2
464,"город Ташкент, Чиланзарский район, 3-й проезд Навбахор",Чиланзарский,3,65.0,4,5,30000,1,1
465,"город Ташкент, Юнусабадский район, ТашГРЭС",Юнусабадский,3,65.0,3,5,45000,2,2
466,"город Ташкент, Чиланзарский район, Чиланзар 3-й квартал",Чиланзарский,2,45.0,3,5,26000,1,1
467,"город Ташкент, Мирзо-Улугбекский район, ц-1 Буюк ипак йули (Ц-1) ",Мирзо-Улугбекский,4,90.0,3,4,133000,4,4
468,"город Ташкент, Мирзо-Улугбекский район, Буюк ипак",Мирзо-Улугбекский,4,86.0,4,5,60000,3,3
469,"город Ташкент, Мирзо-Улугбекский район, 171 школа",Мирзо-Улугбекский,2,40.0,4,4,34000,2,2
470,"город Ташкент, Чиланзарский район, Чиланзар 3-й квартал",Чиланзарский,1,35.0,2,4,20000,1,1
471,"город Ташкент, Олмазорский район, Каракамыш-2/1",Олмазорский,5,100.0,1,4,71000,3,3
472,"город Ташкент, Яккасарайский район, Шота Руставели",Яккасарайский,2,78.0,4,8,100000,4,4
473,"город Ташкент, Яккасарайский район, 1-й проезд Имама ат-Термези",Яккасарайский,1,20.0,2,4,14500,1,1
474,"город Ташкент, Олмазорский район, Каракамыш квартал 1/2",Олмазорский,2,40.0,3,4,27500,1,1
475,"город Ташкент, Шайхантахурский район, Лабзак",Шайхантахурский,3,75.0,2,4,55000,3,3
476,"город Ташкент, Мирабадский район, 8-й проезд Мироншаха",Мирабадский,3,90.0,7,9,92000,4,4
477,"город Ташкент, Мирзо-Улугбекский район, Дархан",Мирзо-Улугбекский,2,137.0,2,6,125000,4,4
478,"город Ташкент, Мирабадский район, Госпитальный",Мирабадский,4,152.0,4,9,140000,4,4
479,"город Ташкент, Мирабадский район, Ул Нукуская",Мирабадский,3,90.0,3,5,105000,4,4
480,"город Ташкент, Яккасарайский район, Шота Руставели",Яккасарайский,2,55.0,3,4,41000,2,2
481,"город Ташкент, Мирзо-Улугбекский район, Карасу 6-й квартал",Мирзо-Улугбекский,3,90.0,2,9,51000,3,3
482,"город Ташкент, Чиланзарский район, Новза",Чиланзарский,2,48.0,3,4,43000,2,2
483,"город Ташкент, Мирзо-Улугбекский район, Карасу 6-й квартал",Мирзо-Улугбекский,3,78.0,5,5,39000,2,2
485,"город Ташкент, Чиланзарский район, проспект Бунёдкор",Чиланзарский,3,70.0,3,5,68000,3,3
486,"город Ташкент, Мирзо-Улугбекский район, Ялангач",Мирзо-Улугбекский,2,50.0,1,4,30000,1,1
487,"город Ташкент, Чиланзарский район, Чиланзар 2-й квартал",Чиланзарский,2,55.0,4,4,39000,2,2
488,"город Ташкент, Чиланзарский район, Аль-Хорезми-2",Чиланзарский,4,90.0,5,9,50000,2,2
489,"город Ташкент, Чиланзарский район, Чиланзар 2-й квартал",Чиланзарский,1,37.0,1,4,25500,1,1
490,"город Ташкент, Мирзо-Улугбекский район, ц-1 Буюк ипак йули (Ц-1) ",Мирзо-Улугбекский,3,80.0,3,4,120000,4,4
491,"город Ташкент, Чиланзарский район, проспект Бунёдкор",Чиланзарский,4,105.0,7,9,95000,4,4
492,"город Ташкент, Учтепинский район, Такачи",Учтепинский,1,45.0,5,9,27000,1,1
493,"город Ташкент, Чиланзарский район, Чиланзар 2-й квартал",Чиланзарский,2,42.0,1,4,36800,2,2
494,"город Ташкент, Мирзо-Улугбекский район, Магрур (Индустриальная) ",Мирзо-Улугбекский,2,40.0,1,3,26000,1,1
495,"город Ташкент, Чиланзарский район, Чиланзар 2-й квартал",Чиланзарский,1,29.0,2,4,24200,1,1
496,"город Ташкент, Учтепинский район, Хамрокула Турсункулова",Учтепинский,3,72.0,5,5,45000,2,2
497,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак Йули",Мирзо-Улугбекский,2,40.0,5,5,31500,2,2
498,"город Ташкент, Юнусабадский район, Киёт",Юнусабадский,3,78.0,4,4,55000,3,3
499,"город Ташкент, Чиланзарский район, Чиланзар 2-й квартал",Чиланзарский,3,70.0,4,5,32000,2,2
500,"город Ташкент, Чиланзарский район, Чиланзар 7-й квартал",Чиланзарский,3,74.0,5,9,74000,3,3
501,"город Ташкент, Чиланзарский район, 1-й проезд Ходжаева",Чиланзарский,2,55.0,3,4,26000,1,1
502,"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 2-й квартал",Мирзо-Улугбекский,2,60.0,6,9,34000,2,2
503,"город Ташкент, Яккасарайский район, Тукимачи",Яккасарайский,1,33.0,2,4,22000,1,1
504,"город Ташкент, Мирзо-Улугбекский район, Ахмада Югнаки",Мирзо-Улугбекский,2,60.0,1,5,46000,2,2
505,"город Ташкент, Мирзо-Улугбекский район, 1-й Асакинский проезд",Мирзо-Улугбекский,2,58.0,2,9,42000,2,2
506,"город Ташкент, Чиланзарский район, Мукими",Чиланзарский,3,68.0,2,4,61000,3,3
508,"город Ташкент, Чиланзарский район, Алгоритм к ш",Чиланзарский,3,67.0,2,4,47000,2,2
509,"город Ташкент, Мирзо-Улугбекский район, Улица Чуст,гост.Саехат,мечеть,171школа",Мирзо-Улугбекский,2,77.0,4,4,65000,3,3
510,"город Ташкент, Олмазорский район, Каракамыш квартал 2/4",Олмазорский,2,50.0,2,4,30000,1,1
511,"город Ташкент, Янгихаётский район, 9-й строительный участок",Янгихаётский,2,57.0,3,7,35000,2,2
512,"город Ташкент, Мирзо-Улугбекский район, Буз-2 (Буз) ",Мирзо-Улугбекский,3,70.0,4,4,44998,2,2
513,"город Ташкент, Юнусабадский район, Юнусабад 9-й квартал",Юнусабадский,2,60.0,7,9,35000,2,2
514,"город Ташкент, Юнусабадский район, Юнусабад 4-й квартал",Юнусабадский,2,57.0,4,9,36000,2,2
515,"город Ташкент, Юнусабадский район, Юнусабад 4-й квартал",Юнусабадский,2,57.0,4,9,35999,2,2
516,"город Ташкент, Юнусабадский район, Юнусабад 10-й квартал",Юнусабадский,2,58.0,2,5,36500,2,2
517,"город Ташкент, Юнусабадский район, Юнусабад 4-й квартал",Юнусабадский,2,68.0,9,9,36500,2,2
518,"город Ташкент, Мирзо-Улугбекский район, Аккурган",Мирзо-Улугбекский,3,70.0,5,5,47000,2,2
519,"город Ташкент, Мирзо-Улугбекский район, Мухаммада Юсуфа (Дагестанская) ",Мирзо-Улугбекский,3,97.0,9,9,55290,3,3
520,"город Ташкент, Мирзо-Улугбекский район, Сайрам",Мирзо-Улугбекский,2,67.0,9,9,38190,2,2
524,"город Ташкент, Мирзо-Улугбекский район, Ахмада Югнаки",Мирзо-Улугбекский,2,56.0,3,5,32000,2,2
525,"город Ташкент, Учтепинский район, Чиланзар 15-й квартал",Учтепинский,2,42.0,4,5,28500,1,1
526,"город Ташкент, Мирзо-Улугбекский район, Карасу 1-й квартал",Мирзо-Улугбекский,2,60.0,8,9,40000,2,2
527,"город Ташкент, Яккасарайский район, Яккасарай",Яккасарайский,2,86.0,6,8,75000,3,3
528,"город Ташкент, Чиланзарский район, Чиланзар-18",Чиланзарский,1,30.0,2,4,20200,1,1
529,"город Ташкент, Чиланзарский район, Чиланзар-17",Чиланзарский,2,51.0,2,4,23200,1,1
530,"город Ташкент, Шайхантахурский район, Джангох",Шайхантахурский,3,90.0,4,9,105000,4,4
531,"город Ташкент, Учтепинский район, Чиланзар-12",Учтепинский,1,30.0,2,4,20200,1,1
532,"город Ташкент, Чиланзарский район, Чиланзар-20",Чиланзарский,2,51.0,3,5,24200,1,1
533,"город Ташкент, Чиланзарский район, Чиланзар-9",Чиланзарский,3,64.0,2,5,35200,2,2
534,"город Ташкент, Чиланзарский район, Чиланзар-19",Чиланзарский,2,51.0,2,4,25200,1,1
535,"город Ташкент, Чиланзарский район, Чиланзар-20",Чиланзарский,1,30.0,2,4,22200,1,1
536,"город Ташкент, Чиланзарский район, Чиланзар-17",Чиланзарский,2,51.0,3,4,26200,1,1
537,"город Ташкент, Юнусабадский район, Юнусабад 13-й квартал",Юнусабадский,2,50.0,3,4,36500,2,2
538,"город Ташкент, Яшнободский район, Илтифот",Яшнободский,2,66.0,1,5,28000,1,1
539,"город Ташкент, Юнусабадский район, Юнусабад 13-й квартал",Юнусабадский,2,56.0,4,4,37000,2,2
540,"город Ташкент, Юнусабадский район, Юнусабад 14-й квартал",Юнусабадский,2,57.0,3,9,37000,2,2
541,"город Ташкент, Яшнободский район, Иззат",Яшнободский,1,40.0,5,8,13700,1,1
542,"город Ташкент, Юнусабадский район, Юнусабад 19-й квартал",Юнусабадский,2,71.0,4,5,38000,2,2
543,"город Ташкент, Юнусабадский район, Юнусабад 9-й квартал",Юнусабадский,2,58.0,3,5,38000,2,2
544,"город Ташкент, Олмазорский район, 1-й Зарбдарский проезд",Олмазорский,4,125.0,1,3,80000,3,3
545,"город Ташкент, Мирабадский район, СЕВЕРНЫЙ ВОКЗАЛ",Мирабадский,2,40.0,1,1,22500,1,1
546,"город Ташкент, Яккасарайский район, Ракат",Яккасарайский,2,60.0,4,4,45500,2,2
547,"город Ташкент, Мирзо-Улугбекский район, Карасу 6-й квартал",Мирзо-Улугбекский,4,92.0,4,5,52000,3,3
548,"город Ташкент, Юнусабадский район, Юнусабад 11-й квартал",Юнусабадский,2,54.0,1,4,38500,2,2
549,"город Ташкент, Мирзо-Улугбекский район, Карасу 6-й квартал",Мирзо-Улугбекский,4,91.0,3,5,50000,2,2
550,"город Ташкент, Яшнободский район, Городок Авиастроителей 3-й квартал",Яшнободский,1,21.0,3,4,14700,1,1
551,"город Ташкент, Учтепинский район, Чиланзар 31-й квартал",Учтепинский,3,72.0,1,9,44300,2,2
552,"город Ташкент, Юнусабадский район, Юнусабад 18-й квартал",Юнусабадский,2,48.0,3,4,38999,2,2
553,"город Ташкент, Шайхантахурский район, Миллий Бог метро ,Новостройка",Шайхантахурский,3,104.0,3,9,60000,3,3
554,"город Ташкент, Яшнободский район, Эльбек Переушка",Яшнободский,2,65.0,6,9,53000,3,3
555,"город Ташкент, Яшнободский район, Городок Авиастроителей 3-й квартал",Яшнободский,2,65.0,5,5,64999,3,3
556,"город Ташкент, Мирзо-Улугбекский район, Карасу 1-й квартал",Мирзо-Улугбекский,2,62.0,5,5,36500,2,2
557,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак Йули",Мирзо-Улугбекский,2,50.0,5,5,35000,2,2
558,"город Ташкент, Олмазорский район, проезд Фараби",Олмазорский,4,86.0,5,5,55000,3,3
559,"город Ташкент, Юнусабадский район, Юнусабад 11-й квартал",Юнусабадский,2,50.0,4,4,33500,2,2
560,"город Ташкент, Мирзо-Улугбекский район, Олой",Мирзо-Улугбекский,2,56.0,2,4,37000,2,2
561,"город Ташкент, Яккасарайский район, Ул Нукуская",Яккасарайский,4,180.0,8,8,235000,4,4
562,"город Ташкент, Мирзо-Улугбекский район, Карасу 1-й квартал",Мирзо-Улугбекский,2,60.0,2,5,38200,2,2
563,"город Ташкент, Чиланзарский район, Кичик Халка йули",Чиланзарский,3,84.0,2,5,46000,2,2
564,"город Ташкент, Мирзо-Улугбекский район, Карасу 2-й квартал",Мирзо-Улугбекский,2,62.0,4,4,38500,2,2
565,"город Ташкент, Юнусабадский район, Юнусабад 19-й квартал",Юнусабадский,2,56.0,4,5,39000,2,2
566,"город Ташкент, Янгихаётский район, Йулдош 16-й квартал",Янгихаётский,4,96.0,9,9,34500,2,2
567,"город Ташкент, Юнусабадский район, Юнусабад 5-й квартал",Юнусабадский,2,63.0,2,5,39999,2,2
568,"город Ташкент, Учтепинский район, Чиланзар 23-й квартал",Учтепинский,5,109.0,7,9,65000,3,3
569,"город Ташкент, Мирзо-Улугбекский район, Садыка Азимова (Жуковского) ",Мирзо-Улугбекский,3,100.0,2,5,128000,4,4
570,"город Ташкент, Юнусабадский район, Юнусабад 11-й квартал",Юнусабадский,2,49.0,1,4,40000,2,2
571,"город Ташкент, Учтепинский район, Чиланзар 21-й квартал",Учтепинский,2,47.0,4,4,30500,2,2
572,"город Ташкент, Мирабадский район, Айбека (пр-т Косманавтов) ",Мирабадский,3,90.0,6,9,87000,4,4
573,"город Ташкент, Яккасарайский район, Бабура",Яккасарайский,4,95.0,4,4,79500,3,3
574,"город Ташкент, Чиланзарский район, Чиланзар квартал 20Д",Чиланзарский,4,100.0,7,9,65000,3,3
575,"город Ташкент, Юнусабадский район, Юнусабад 11-й квартал",Юнусабадский,2,50.0,1,4,41000,2,2
576,"город Ташкент, Учтепинский район, Чиланзар 15-й квартал",Учтепинский,3,80.0,3,5,60000,3,3
577,"город Ташкент, Юнусабадский район, Юнусабад-18",Юнусабадский,3,82.0,4,4,42000,2,2
578,"город Ташкент, Учтепинский район, Чиланзар 15-й квартал",Учтепинский,2,52.0,5,5,30000,1,1
579,"город Ташкент, Яккасарайский район, Самарканд",Яккасарайский,2,55.0,2,4,65000,3,3
580,"город Ташкент, Учтепинский район, Чиланзар квартал Г9А",Учтепинский,4,80.0,5,5,62000,3,3
581,"город Ташкент, Чиланзарский район, Чиланзар 8-й квартал",Чиланзарский,3,57.0,1,4,44000,2,2
582,"город Ташкент, Чиланзарский район, Чиланзар 8-й квартал",Чиланзарский,2,50.0,6,8,38999,2,2
583,"город Ташкент, Учтепинский район, Такачи",Учтепинский,2,59.0,9,9,27000,1,1
585,"город Ташкент, Яшнободский район, Чилонота",Яшнободский,2,60.0,1,6,30000,1,1
586,"город Ташкент, Мирзо-Улугбекский район, 2-й Паркентский проезд",Мирзо-Улугбекский,5,140.0,3,8,98000,4,4
587,"город Ташкент, Мирабадский район, Ташлак",Мирабадский,4,164.0,3,7,120000,4,4
588,"город Ташкент, Мирзо-Улугбекский район, Турон",Мирзо-Улугбекский,5,135.0,1,9,82000,4,4
589,"город Ташкент, Шайхантахурский район, Джангох",Шайхантахурский,3,75.0,8,9,49000,2,2
590,"город Ташкент, Мирзо-Улугбекский район, Аккурган",Мирзо-Улугбекский,3,70.0,4,5,45000,2,2
591,"город Ташкент, Чиланзарский район, Аль-Хорезми-2",Чиланзарский,3,70.0,5,5,41000,2,2
592,"город Ташкент, Мирабадский район, Тонг Юлдузи",Мирабадский,2,52.0,2,4,50000,2,2
593,"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 1-й квартал",Мирзо-Улугбекский,2,50.0,4,4,28700,1,1
594,"город Ташкент, Чиланзарский район, Аль-Хорезми-1",Чиланзарский,3,72.0,6,9,54000,3,3
595,"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 2-й квартал",Мирзо-Улугбекский,2,60.0,6,6,34000,2,2
596,"город Ташкент, Юнусабадский район, Юнусабад 7-й квартал",Юнусабадский,2,60.0,3,4,41500,2,2
598,"город Ташкент, Чиланзарский район, М",Чиланзарский,3,73.0,4,12,60000,3,3
599,"город Ташкент, Мирабадский район, Айбека (пр-т Косманавтов) ",Мирабадский,2,65.0,4,9,80000,3,3
600,"город Ташкент, Юнусабадский район, Кашгар",Юнусабадский,3,110.0,5,8,335000,4,4
601,"город Ташкент, Яккасарайский район, Кичик Бешагач",Яккасарайский,3,80.0,2,10,124999,4,4
602,"город Ташкент, Мирабадский район, Федорович клиника",Мирабадский,3,120.0,2,7,164500,4,4
603,"город Ташкент, Олмазорский район, Себзар",Олмазорский,3,75.0,4,9,62000,3,3
605,"город Ташкент, Чиланзарский район, Аль-Хорезми-1",Чиланзарский,3,72.0,5,9,43000,2,2
606,"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 2-й квартал",Мирзо-Улугбекский,2,62.0,6,9,35500,2,2
607,"город Ташкент, Мирзо-Улугбекский район, Карасу 6-й квартал",Мирзо-Улугбекский,3,91.0,3,5,51000,3,3
608,"город Ташкент, Чиланзарский район, Аль-Хорезми-2",Чиланзарский,3,72.0,4,4,43000,2,2
610,"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 2-й квартал",Мирзо-Улугбекский,2,43.0,4,4,28500,1,1
612,"город Ташкент, Чиланзарский район, Аль-Хорезми-2",Чиланзарский,3,90.0,1,9,65000,3,3
613,"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 2-й квартал",Мирзо-Улугбекский,2,45.0,1,4,36000,2,2
614,"город Ташкент, Чиланзарский район, Аль-Хорезми-2",Чиланзарский,2,58.0,5,9,43500,2,2
615,"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 4-й квартал",Мирзо-Улугбекский,2,60.0,8,9,38000,2,2
616,"город Ташкент, Учтепинский район, Чиланзар 31-й квартал",Учтепинский,3,71.0,2,4,45000,2,2
617,"город Ташкент, Яккасарайский район, Кушбеги",Яккасарайский,3,80.0,4,5,56000,3,3
618,"город Ташкент, Чиланзарский район, Аль-Хорезми-2",Чиланзарский,2,64.0,3,4,37500,2,2
619,"город Ташкент, Мирзо-Улугбекский район, Феруза-2",Мирзо-Улугбекский,2,43.0,1,4,30500,2,2
621,"город Ташкент, Мирзо-Улугбекский район, Феруза-2",Мирзо-Улугбекский,2,44.0,3,4,31000,2,2
622,"город Ташкент, Чиланзарский район, Аль-Хорезми-1",Чиланзарский,3,78.0,2,9,63000,3,3
623,"город Ташкент, Мирзо-Улугбекский район, Буз-1 (Буз базар) ",Мирзо-Улугбекский,2,55.0,5,5,35000,2,2
624,"город Ташкент, Яккасарайский район, Кушбеги",Яккасарайский,1,39.0,2,5,26000,1,1
625,"город Ташкент, Чиланзарский район, Аль-Хорезми-1",Чиланзарский,3,70.0,3,4,46000,2,2
626,"город Ташкент, Мирзо-Улугбекский район, Олой",Мирзо-Улугбекский,2,50.0,5,5,35000,2,2
627,"город Ташкент, Яккасарайский район, Кушбеги",Яккасарайский,2,63.0,1,5,41500,2,2
628,"город Ташкент, Мирзо-Улугбекский район, Буз-1 (Буз базар) ",Мирзо-Улугбекский,2,42.0,2,5,33500,2,2
629,"город Ташкент, Чиланзарский район, Аль-Хорезми-1",Чиланзарский,2,58.0,6,9,28000,1,1
630,"город Ташкент, Юнусабадский район, Юнусабад 7-й квартал",Юнусабадский,2,50.0,2,5,30500,2,2
631,"город Ташкент, Яшнободский район, 1-й Акдарьинский проезд",Яшнободский,3,39.11,2,2,31000,2,2
632,"город Ташкент, Чиланзарский район, Яккабог",Чиланзарский,4,96.0,3,9,56000,3,3
633,"город Ташкент, Мирабадский район, Фидокор (Чехова) ",Мирабадский,3,75.0,2,6,80000,3,3
634,"город Ташкент, Чиланзарский район, Домбрабад",Чиланзарский,3,94.0,4,4,46000,2,2
635,"город Ташкент, Чиланзарский район, Катта козиробод",Чиланзарский,2,50.0,3,4,44200,2,2
636,"город Ташкент, Чиланзарский район, Катта козиробод",Чиланзарский,2,52.0,3,4,41500,2,2
637,"город Ташкент, Олмазорский район, Бируни-1",Олмазорский,3,80.0,1,4,80000,3,3
638,"город Ташкент, Мирзо-Улугбекский район, Мирзо-Улугбекский район массив Феруза-2",Мирзо-Улугбекский,4,80.0,5,5,47000,2,2
639,"город Ташкент, Мирзо-Улугбекский район, Ахмада Югнаки",Мирзо-Улугбекский,4,95.0,5,5,46000,2,2
640,"город Ташкент, Чиланзарский район, Чиланзар 2-й квартал",Чиланзарский,3,65.0,3,4,47000,2,2
641,"город Ташкент, Чиланзарский район, проспект Бунёдкор",Чиланзарский,4,105.0,4,9,90000,4,4
642,"город Ташкент, Чиланзарский район, Алмазар",Чиланзарский,5,157.0,7,9,140000,4,4
643,"город Ташкент, Мирзо-Улугбекский район, Ахмада Югнаки",Мирзо-Улугбекский,3,90.0,2,5,44000,2,2
644,"город Ташкент, Учтепинский район, Чиланзар 30-й квартал",Учтепинский,4,100.0,1,4,75000,3,3
645,"город Ташкент, Чиланзарский район, Чиланзарский район массив Аль-Хорезми-1",Чиланзарский,3,80.0,9,9,35000,2,2
646,"город Ташкент, Яккасарайский район, Юнуса Раджаби",Яккасарайский,4,112.0,4,5,146500,4,4
647,"город Ташкент, Мирабадский район, Мирабад",Мирабадский,4,165.0,2,4,210000,4,4
648,"город Ташкент, Чиланзарский район, Аль-Хорезми-1",Чиланзарский,2,64.0,4,9,40000,2,2
649,"город Ташкент, Учтепинский район, Чиланзар 30-й квартал",Учтепинский,3,80.0,10,12,40000,2,2
650,"город Ташкент, Учтепинский район, Чиланзар 30-й квартал",Учтепинский,2,56.0,4,4,31000,2,2
651,"город Ташкент, Яккасарайский район, Мухандислар",Яккасарайский,3,93.22,5,8,98000,4,4
652,"город Ташкент, Учтепинский район, Чиланзар 31-й квартал",Учтепинский,4,100.0,7,9,54000,3,3
653,"город Ташкент, Мирзо-Улугбекский район, Феруза-2",Мирзо-Улугбекский,2,47.0,4,4,29996,1,1
654,"город Ташкент, Мирзо-Улугбекский район, Хумаюн",Мирзо-Улугбекский,2,60.0,3,5,31000,2,2
655,"город Ташкент, Шайхантахурский район, Хадра",Шайхантахурский,2,47.0,7,9,27000,1,1
656,"город Ташкент, Учтепинский район, Чиланзар 31-й квартал",Учтепинский,4,98.0,1,9,85000,4,4
657,"город Ташкент, Юнусабадский район, проспект Амира Темура",Юнусабадский,4,90.0,9,9,62000,3,3
658,"город Ташкент, Чиланзарский район, 1-й проезд Катартал",Чиланзарский,1,33.0,1,4,26800,1,1
659,"город Ташкент, Чиланзарский район, Парламент кафе",Чиланзарский,1,33.0,3,4,24700,1,1
660,"город Ташкент, Чиланзарский район, Торговый центр",Чиланзарский,2,42.0,1,4,37500,2,2
661,"город Ташкент, Учтепинский район, Чиланзар 23-й квартал",Учтепинский,2,40.0,4,5,28000,1,1
662,"город Ташкент, Шайхантахурский район, 1-й проезд Генерала Узакова",Шайхантахурский,1,41.0,4,6,23542,1,1
663,"город Ташкент, Мирзо-Улугбекский район, Карасу 6-й квартал",Мирзо-Улугбекский,2,59.0,3,5,43000,2,2
665,"город Ташкент, Учтепинский район, Чиланзар 31-й квартал",Учтепинский,3,70.0,3,5,59000,3,3
667,"город Ташкент, Юнусабадский район, Юнусабад 13-й квартал",Юнусабадский,2,58.0,5,9,42000,2,2
668,"город Ташкент, Юнусабадский район, Юнусабад 12-й квартал",Юнусабадский,2,62.0,1,4,42000,2,2
669,"город Ташкент, Юнусабадский район, Юнусабад 2-й квартал",Юнусабадский,2,60.0,4,4,42000,2,2
670,"город Ташкент, Юнусабадский район, Юнусабад 16-й квартал",Юнусабадский,2,60.0,5,9,42000,2,2
671,"город Ташкент, Юнусабадский район, Юнусабад 13-й квартал",Юнусабадский,2,54.0,2,4,42000,2,2
672,"город Ташкент, Юнусабадский район, Юнусабад 8-й квартал",Юнусабадский,2,50.0,2,4,43000,2,2
673,"город Ташкент, Юнусабадский район, Юнусабад 4-й квартал",Юнусабадский,2,62.0,4,9,44000,2,2
674,"город Ташкент, Мирзо-Улугбекский район, Зиёлилар",Мирзо-Улугбекский,3,105.0,3,6,126000,4,4
675,"город Ташкент, Юнусабадский район, Юнусабад 4-й квартал",Юнусабадский,2,62.0,7,9,44000,2,2
676,"город Ташкент, Мирзо-Улугбекский район, Зиёлилар",Мирзо-Улугбекский,3,86.0,5,6,103000,4,4
677,"город Ташкент, Юнусабадский район, Юнусабад 14-й квартал",Юнусабадский,2,60.0,3,5,44000,2,2
678,"город Ташкент, Учтепинский район, Чиланзар-23",Учтепинский,4,109.0,5,9,55000,3,3
680,"город Ташкент, Учтепинский район, Чиланзар 31-й квартал",Учтепинский,3,90.0,5,9,85000,4,4
681,"город Ташкент, Мирзо-Улугбекский район, Бешогайнилар",Мирзо-Улугбекский,3,75.0,8,9,56000,3,3
682,"город Ташкент, Юнусабадский район, ц-5 Киёт (Ц-5) ",Юнусабадский,5,140.0,5,9,102000,4,4
683,"город Ташкент, Мирабадский район, Фидокор (Чехова) ",Мирабадский,4,96.0,7,9,86000,4,4
685,"город Ташкент, Мирзо-Улугбекский район, 1-й проезд Авайхон",Мирзо-Улугбекский,4,110.0,7,16,82500,4,4
686,"город Ташкент, Яккасарайский район, ул Шота Руставели Аския бозор",Яккасарайский,1,30.0,2,4,21000,1,1
687,"город Ташкент, Шайхантахурский район, Лабзак",Шайхантахурский,3,70.0,1,4,56000,3,3
688,"город Ташкент, Сергелийский район, Сергели-I Янгихаётский район",Сергелийский,3,80.0,2,5,45000,2,2
690,"город Ташкент, Мирзо-Улугбекский район, Карасу 6-й квартал",Мирзо-Улугбекский,3,80.0,5,5,39000,2,2
691,"город Ташкент, Учтепинский район, Чиланзар 15-й квартал",Учтепинский,4,80.0,3,5,52500,3,3
693,"город Ташкент, Чиланзарский район, жилой комплекс Oq-Tepa sohil bo'yi",Чиланзарский,5,105.0,7,9,78500,3,3
694,"город Ташкент, Юнусабадский район, Минор",Юнусабадский,4,100.0,3,5,85000,4,4
695,"город Ташкент, Мирабадский район, Госпитальный",Мирабадский,4,100.0,9,9,70000,3,3
696,"город Ташкент, Шайхантахурский район, Toshmi",Шайхантахурский,4,94.0,5,5,65000,3,3
697,"город Ташкент, Учтепинский район, Чиланзар 30-й квартал",Учтепинский,2,72.0,5,12,40000,2,2
699,"город Ташкент, Чиланзарский район, 1-й проезд Лутфи",Чиланзарский,3,73.0,4,9,75000,3,3
700,"город Ташкент, Шайхантахурский район, тупик Туркипак",Шайхантахурский,3,75.0,10,12,50000,2,2
701,"город Ташкент, Мирабадский район, Айбека (пр-т Косманавтов) ",Мирабадский,4,96.0,7,9,96000,4,4
702,"город Ташкент, Мирзо-Улугбекский район, Олимлар (Морозова) ",Мирзо-Улугбекский,2,59.0,4,5,38500,2,2
703,"город Ташкент, Олмазорский район, Себзар",Олмазорский,1,33.0,3,4,33500,2,2
704,"город Ташкент, Мирабадский район, Афросиаб (пр-т Косманавтов) ",Мирабадский,2,60.0,2,9,60000,3,3
705,"город Ташкент, Мирзо-Улугбекский район, Зиёлилар",Мирзо-Улугбекский,2,70.0,3,6,85000,4,4
706,"город Ташкент, Юнусабадский район, Юнусабад 9-й квартал",Юнусабадский,2,62.0,2,5,49000,2,2
707,"город Ташкент, Мирзо-Улугбекский район, Кары-Ниязи",Мирзо-Улугбекский,4,214.0,2,8,380000,4,4
708,"город Ташкент, Мирзо-Улугбекский район, Шуртепа",Мирзо-Улугбекский,2,60.0,4,4,32000,2,2
709,"город Ташкент, Юнусабадский район, Юнусабад 9-й квартал",Юнусабадский,2,83.0,3,5,50000,2,2
710,"город Ташкент, Юнусабадский район, Юнусабад 9-й квартал",Юнусабадский,2,77.0,4,9,52000,3,3
711,"город Ташкент, Юнусабадский район, Шахристанская",Юнусабадский,2,68.0,6,9,56000,3,3
