,location,district,rooms,size,level,max_levels,price,income_cat,price_cat
5601,"город Ташкент, Чиланзарский район, Чиланзар",Чиланзарский,2,56.0,1,4,32000,2,2
5602,"город Ташкент, Яккасарайский район, Тепа",Яккасарайский,1,42.0,3,4,41498,2,2
5603,"город Ташкент, Мирзо-Улугбекский район, Феруза-2",Мирзо-Улугбекский,2,55.0,2,5,35000,2,2
5604,"город Ташкент, Чиланзарский район, Чиланзар 2-й квартал",Чиланзарский,1,30.0,1,4,26500,1,1
5605,"город Ташкент, Сергелийский район, Сергели-VI",Сергелийский,3,78.0,1,9,55000,3,3
5606,"город Ташкент, Чиланзарский район, Чиланзар квартал 20Д",Чиланзарский,1,37.0,1,4,28000,1,1
5607,"город Ташкент, Яшнободский район, Мавлоно Риёзи",Яшнободский,3,70.0,7,9,51000,3,3
5608,"город Ташкент, Мирабадский район, Фергана Йули",Мирабадский,1,35.0,3,5,37000,2,2
5609,"город Ташкент, Олмазорский район, Каракамыш квартал 1/3",Олмазорский,2,60.0,3,4,39000,2,2
5610,"город Ташкент, Чиланзарский район, Чиланзар 1-й квартал",Чиланзарский,1,35.0,2,4,28000,1,1
5611,"город Ташкент, Яшнободский район, Паркент",Яшнободский,2,45.0,5,9,31000,2,2
5612,"город Ташкент, Олмазорский район, Себзар",Олмазорский,4,95.0,6,9,72000,3,3
5614,"город Ташкент, Сергелийский район, 1-й проезд Дустлик-1",Сергелийский,3,80.0,5,5,40000,2,2
5615,"город Ташкент, Чиланзарский район, Оқшом тўйхона",Чиланзарский,3,96.0,2,4,68000,3,3
5616,"город Ташкент, Чиланзарский район, Катта козиробод",Чиланзарский,1,30.0,1,4,32000,2,2
5628,"город Ташкент, Мирабадский район, Чимкент",Мирабадский,4,90.0,2,4,105000,4,4
5632,"город Ташкент, Шайхантахурский район, 1-й проезд Лабзак",Шайхантахурский,1,43.0,2,4,37500,2,2
5633,"город Ташкент, Шайхантахурский район, 1-й проезд Лабзак",Шайхантахурский,2,58.0,2,4,47700,2,2
5634,"город Ташкент, Мирзо-Улугбекский район, Паркент",Мирзо-Улугбекский,3,73.0,6,8,68000,3,3
5635,"город Ташкент, Мирзо-Улугбекский район, Мухаммада Юсуфа (Дагестанская) ",Мирзо-Улугбекский,3,56.0,5,5,47000,2,2
5636,"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 4-й квартал",Мирзо-Улугбекский,4,80.0,4,4,27500,1,1
5638,"город Ташкент, Мирабадский район, Нукус",Мирабадский,4,185.0,4,8,168000,4,4
5639,"город Ташкент, Шайхантахурский район, Урда",Шайхантахурский,3,70.0,6,7,60000,3,3
5641,"город Ташкент, Яшнободский район, Паркент",Яшнободский,3,100.0,2,8,80000,3,3
5642,"город Ташкент, Янгихаётский район, Сергели-Vа",Янгихаётский,3,70.0,3,9,61900,3,3
5644,"город Ташкент, Шайхантахурский район, Алишера Навои",Шайхантахурский,4,140.0,4,7,126000,4,4
5645,"город Ташкент, Юнусабадский район, Юнусабад 11-й квартал",Юнусабадский,1,43.0,2,5,62000,3,3
5647,"город Ташкент, Юнусабадский район, Юнусабад 1-й квартал",Юнусабадский,4,106.0,6,9,74000,3,3
